SE,casos,p_rt1,p_inc100k,nivel,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,notif_accum_year
202411,4,0.5834334,15.496068,2,1.1572272,25813,23.7173857142857,97.1835857142857,1,0,0,88.1200857142857,74.0576857142857,25.9450571428571,29.4549428571429,427
202410,8,0.9879569,30.992136,1,4.872756,25813,23.2328142857143,96.5210857142857,1,1,1,86.9512285714286,71.3152857142857,25.4780285714286,28.6493428571429,427
202409,3,0.88173413,11.622051,1,3.125464,25813,22.9485428571429,97.6982714285714,1,0,0,88.4250428571429,74.5948857142857,25.2036285714286,28.3983,427
202408,0,0.0,0.0,1,0.0,25813,23.2521142857143,97.9665571428571,0,0,0,89.4828857142857,76.0156714285714,25.1636857142857,27.9846428571429,427
202407,2,0.9779825,7.748034,1,18.521618,25813,23.4284,95.8958428571429,1,0,0,83.9222285714286,67.6529,26.0731571428571,29.3810428571429,427
202406,0,0.0,0.0,1,0.0,25813,24.0728428571429,92.6498428571429,0,0,0,75.6152428571429,52.1931285714286,27.2690428571429,31.7395714285714,427
202405,0,0.0,0.0,1,0.0,25813,24.2604571428571,93.7516571428571,0,0,0,73.2628571428571,45.0535285714286,27.6882714285714,32.7071142857143,427
202404,0,0.0,0.0,1,0.0,25813,24.2969142857143,93.0165,0,0,0,76.4410714285714,57.0134857142857,27.2003,31.0314714285714,427
202403,0,0.0,0.0,1,0.0,25813,23.4800428571429,94.857,0,0,0,75.6240857142857,50.4892428571429,26.6701428571429,31.1783285714286,427
202402,0,0.0,0.0,1,0.0,25813,23.4763285714286,95.1125714285714,0,0,0,76.9347142857143,56.4585428571429,26.6742,30.6668857142857,427
202401,0,0.0,0.0,1,0.0,25813,23.4672428571429,95.6863285714286,0,0,0,81.0015857142857,60.9173428571429,26.3025714285714,30.4164,427
202352,0,0.0,0.0,1,0.0,25813,23.7526714285714,95.2110428571429,0,0,0,78.9347428571429,56.0620857142857,26.6882142857143,30.8873142857143,427
202351,0,0.0,0.0,1,0.0,25813,23.4243,94.7863857142857,0,0,0,80.2057428571429,59.5975285714286,26.1754428571429,30.1060714285714,427
202350,0,0.0,0.0,1,0.0,25813,24.0039142857143,87.4241,0,0,0,67.3911857142857,40.0953571428571,27.4384142857143,32.5928571428571,427
202349,0,0.0,0.0,1,0.0,25813,23.5841571428571,93.7210714285714,0,0,0,74.1421714285714,47.3687285714286,26.7430428571429,31.7196,427
202348,1,0.8145292,3.874017,1,3.3788157,25813,23.1762,92.6975857142857,1,0,0,75.9178571428571,52.7815571428571,25.9889714285714,30.3849428571429,427
202347,0,0.0,0.0,1,0.0,25813,23.9755714285714,89.5487714285714,0,0,0,69.5673571428571,43.3905,27.3221571428571,32.4252571428571,427
202346,0,0.0,0.0,1,0.0,25813,24.7061142857143,85.4048428571429,0,0,0,69.2431,46.0459428571429,28.0167714285714,33.0001,427
202345,1,0.9603134,3.874017,1,17.1166,25813,24.8306571428571,84.6631857142857,0,0,0,67.8538428571429,43.5637571428571,27.9067428571429,32.6782285714286,427
202344,0,0.0,0.0,1,0.0,25813,24.7205571428571,86.9244714285714,0,0,0,69.8476571428571,45.1779142857143,27.8303428571429,32.7002571428571,427
202343,0,0.0,0.0,1,0.0,25813,24.3015857142857,86.2460285714286,0,0,0,70.6046,45.6676142857143,27.3712,32.3944428571429,427
202342,0,0.0,0.0,1,0.0,25813,24.5723142857143,84.3079285714286,0,0,0,67.9051857142857,42.9970571428571,27.5376571428571,32.5016142857143,427
202341,0,0.0,0.0,1,0.0,25813,24.4957428571429,85.7698285714286,0,0,0,69.6733428571429,44.3120428571429,27.6862142857143,32.8355142857143,427
202340,1,0.9631786,3.874017,1,18.475819,25813,24.4012,84.6961285714286,0,0,0,67.6465285714286,41.5659857142857,27.6600142857143,32.9675857142857,427
202339,0,0.0,0.0,1,0.0,25813,23.8784428571429,87.5080285714286,0,0,0,69.5477,43.6770142857143,27.3411285714286,32.5453714285714,427
202338,0,0.0,0.0,1,0.0,25813,24.1666285714286,83.7662857142857,0,0,0,66.2039571428571,40.8984714285714,27.7870142857143,33.0364,427
202337,0,0.0,0.0,1,0.0,25813,23.6804,83.3033142857143,0,0,0,66.6167571428571,39.9023571428571,27.4765428571429,32.846,427
202336,0,0.0,0.0,1,0.0,25813,23.4938285714286,82.6666571428571,0,0,0,64.9170571428571,36.8622285714286,27.4310285714286,32.9048571428571,427
202335,0,0.0,0.0,1,0.0,25813,23.5874714285714,90.8816142857143,0,0,0,71.8808285714286,45.7918571428571,27.0800571428571,32.1316571428571,427
202334,1,0.730556,3.874017,1,2.207831,25813,23.2734571428571,89.1255857142857,1,0,0,72.1515857142857,47.1794714285714,26.8488142857143,31.8471,427
202333,0,0.0,0.0,1,0.0,25813,23.1744285714286,84.5856,0,0,0,64.9307142857143,40.8785714285714,27.1985857142857,32.4589285714286,427
202332,1,0.9632679,3.874017,1,18.521618,25813,23.2467571428571,86.8625428571429,0,0,0,68.5459714285714,41.9039857142857,27.1532571428571,32.3700142857143,427
202331,0,0.0,0.0,1,0.0,25813,23.1913142857143,88.8722,0,0,0,68.6221857142857,40.3434857142857,27.2051,32.8036,427
202330,0,0.0,0.0,1,0.0,25813,22.8547857142857,84.6768571428571,0,0,0,66.8065714285714,41.9353857142857,27.0702428571429,32.3968285714286,427
202329,0,0.0,0.0,1,0.0,25813,22.9010285714286,83.8417285714286,0,0,0,66.1967142857143,40.9571285714286,26.8475571428571,31.8010571428571,427
202328,0,0.0,0.0,1,0.0,25813,23.0005857142857,92.687,0,0,0,75.1582428571429,48.2693428571429,26.5216,31.4566,427
202327,0,0.0,0.0,1,0.0,25813,26.35,86.2808227,0,0,0,83.0783313,79.5610931,26.675,27.0,427
202326,0,0.0,0.0,1,0.0,25813,26.2105263157895,83.4131688421053,0,0,0,81.7296067368421,80.0558203157895,26.4999998947368,26.7368421052632,427
202325,0,0.0,0.0,1,0.0,25813,26.8421052631579,83.7576492105263,0,0,0,83.1661505789474,82.7415512105263,26.9122806315789,27.0526315789474,427
202324,0,0.0,0.0,1,0.0,25813,23.1730571428571,94.5682571428571,0,0,0,80.9034428571428,58.6774428571429,26.1614571428571,30.1371857142857,427
202323,1,0.92202973,3.874017,1,8.5386305,25813,23.6849857142857,94.7384142857143,1,0,0,81.2655142857143,59.0977857142857,26.5713428571429,30.7399142857143,427
202322,0,0.0,0.0,1,0.0,25813,27.4090909090909,84.7404584545455,0,0,0,83.4187548181818,82.4098184545455,27.4772727272727,27.5454545454545,427
202321,0,0.0,0.0,1,0.0,25813,25.5714285714286,91.8974085714286,0,0,0,82.9635585714286,72.0462855714286,27.5059522857143,29.5714285714286,427
202320,0,0.0,0.0,1,0.0,25813,26.76,88.68801024,0,0,0,82.12363944,74.66627164,27.94,29.12,427
